"GEO_NAME","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","C1_COUNT_TOTAL"
"T8X",389,"English",23595
"T8X",390,"French",470
"T8X",391,"English and French",50
"T8X",392,"Neither English nor French",65
"T8X",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",24185
"T8X",394,"Single responses",23680
"T8X",395,"Official languages",21715
"T8X",396,"English",21225
"T8X",397,"French",490
"T8X",398,"Non-official languages",1965
"T9A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",14745
"T9A",384,"English only",14290
"T9A",385,"French only",0
"T9A",386,"English and French",405
"T9A",387,"Neither English nor French",45
"T9A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",14745
"T9A",389,"English",14580
"T9A",390,"French",110
"T9A",391,"English and French",10
"T9A",392,"Neither English nor French",45
"T9A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",14745
"T9A",394,"Single responses",14400
"T9A",395,"Official languages",12790
"T9A",396,"English",12660
"T9A",397,"French",130
"T9A",398,"Non-official languages",1610
"T9C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",6450
"T9C",384,"English only",6295
"T9C",385,"French only",5
"T9C",386,"English and French",130
"T9C",387,"Neither English nor French",25
"T9C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",6450
"T9C",389,"English",6380
"T9C",390,"French",50
"T9C",391,"English and French",0
"T9C",392,"Neither English nor French",25
"T9C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",6450
"T9C",394,"Single responses",6320
"T9C",395,"Official languages",5575
"T9C",396,"English",5505
"T9C",397,"French",60
"T9C",398,"Non-official languages",745
"T9E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",34145
"T9E",384,"English only",32090
"T9E",385,"French only",15
"T9E",386,"English and French",1960
"T9E",387,"Neither English nor French",75
"T9E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",34145
"T9E",389,"English",33490
"T9E",390,"French",530
"T9E",391,"English and French",55
"T9E",392,"Neither English nor French",65
"T9E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",34145
"T9E",394,"Single responses",33435
"T9E",395,"Official languages",30365
"T9E",396,"English",29795
"T9E",397,"French",570
"T9E",398,"Non-official languages",3070
"T9G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",6950
"T9G",384,"English only",6720
"T9G",385,"French only",0
"T9G",386,"English and French",215
"T9G",387,"Neither English nor French",15
"T9G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",6950
"T9G",389,"English",6860
"T9G",390,"French",70
"T9G",391,"English and French",5
"T9G",392,"Neither English nor French",15
"T9G",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",6950
"T9G",394,"Single responses",6865
"T9G",395,"Official languages",6540
"T9G",396,"English",6455
"T9G",397,"French",85
"T9G",398,"Non-official languages",325
"T9H",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",26015
"T9H",384,"English only",24380
"T9H",385,"French only",30
"T9H",386,"English and French",1475
"T9H",387,"Neither English nor French",140
"T9H",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",26015
"T9H",389,"English",25280
"T9H",390,"French",515
"T9H",391,"English and French",90
"T9H",392,"Neither English nor French",130
"T9H",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",26015
"T9H",394,"Single responses",24780
"T9H",395,"Official languages",19745
"T9H",396,"English",19225
"T9H",397,"French",520
"T9H",398,"Non-official languages",5030
"T9J",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",3775
"T9J",384,"English only",3500
"T9J",385,"French only",10
"T9J",386,"English and French",255
"T9J",387,"Neither English nor French",15
"T9J",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",3775
"T9J",389,"English",3645
"T9J",390,"French",95
"T9J",391,"English and French",30
"T9J",392,"Neither English nor French",15
"T9J",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",3775
"T9J",394,"Single responses",3595
"T9J",395,"Official languages",3100
"T9J",396,"English",3010
"T9J",397,"French",95
"T9J",398,"Non-official languages",495
"T9K",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",40910
"T9K",384,"English only",38040
"T9K",385,"French only",35
"T9K",386,"English and French",2515
"T9K",387,"Neither English nor French",315
"T9K",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",40910
"T9K",389,"English",39745
"T9K",390,"French",735
"T9K",391,"English and French",125
"T9K",392,"Neither English nor French",300
"T9K",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",40910
"T9K",394,"Single responses",39130
"T9K",395,"Official languages",32385
"T9K",396,"English",31655
"T9K",397,"French",730
"T9K",398,"Non-official languages",6745
"T9M",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",18125
"T9M",384,"English only",16015
"T9M",385,"French only",40
"T9M",386,"English and French",2040
"T9M",387,"Neither English nor French",35
"T9M",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",18125
"T9M",389,"English",17270
"T9M",390,"French",785
"T9M",391,"English and French",45
"T9M",392,"Neither English nor French",30
"T9M",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",18125
"T9M",394,"Single responses",17670
"T9M",395,"Official languages",16380
"T9M",396,"English",15580
"T9M",397,"French",800
"T9M",398,"Non-official languages",1290
"T9N",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",9355
"T9N",384,"English only",8130
"T9N",385,"French only",0
"T9N",386,"English and French",1210
"T9N",387,"Neither English nor French",10
"T9N",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",9355
"T9N",389,"English",8820
"T9N",390,"French",510
"T9N",391,"English and French",10
"T9N",392,"Neither English nor French",10
"T9N",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",9355
"T9N",394,"Single responses",9075
"T9N",395,"Official languages",8400
"T9N",396,"English",7850
"T9N",397,"French",550
"T9N",398,"Non-official languages",675
"T9S",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",6225
"T9S",384,"English only",5790
"T9S",385,"French only",0
"T9S",386,"English and French",435
"T9S",387,"Neither English nor French",5
"T9S",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",6225
"T9S",389,"English",6140
"T9S",390,"French",80
"T9S",391,"English and French",0
"T9S",392,"Neither English nor French",5
"T9S",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",6225
"T9S",394,"Single responses",6115
"T9S",395,"Official languages",5640
"T9S",396,"English",5550
"T9S",397,"French",95
"T9S",398,"Non-official languages",475
"T9V",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",20460
"T9V",384,"English only",19350
"T9V",385,"French only",10
"T9V",386,"English and French",1045
"T9V",387,"Neither English nor French",65
"T9V",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",20460
"T9V",389,"English",20190
"T9V",390,"French",185
"T9V",391,"English and French",30
"T9V",392,"Neither English nor French",60
"T9V",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",20460
"T9V",394,"Single responses",20015
"T9V",395,"Official languages",18195
"T9V",396,"English",17995
"T9V",397,"French",195
"T9V",398,"Non-official languages",1820
"T9W",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",7840
"T9W",384,"English only",7415
"T9W",385,"French only",5
"T9W",386,"English and French",390
"T9W",387,"Neither English nor French",25
"T9W",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",7840
"T9W",389,"English",7630
"T9W",390,"French",180
"T9W",391,"English and French",10
"T9W",392,"Neither English nor French",25
"T9W",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",7840
"T9W",394,"Single responses",7620
"T9W",395,"Official languages",7010
"T9W",396,"English",6830
"T9W",397,"French",185
"T9W",398,"Non-official languages",600
"T9X",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",5245
"T9X",384,"English only",5105
"T9X",385,"French only",5
"T9X",386,"English and French",135
"T9X",387,"Neither English nor French",0
"T9X",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",5245
"T9X",389,"English",5200
"T9X",390,"French",45
"T9X",391,"English and French",0
"T9X",392,"Neither English nor French",0
"T9X",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",5245
"T9X",394,"Single responses",5160
"T9X",395,"Official languages",4795
"T9X",396,"English",4750
"T9X",397,"French",50
"T9X",398,"Non-official languages",365
"V0A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",16000
"V0A",384,"English only",14390
"V0A",385,"French only",10
"V0A",386,"English and French",1575
"V0A",387,"Neither English nor French",20
"V0A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",16000
"V0A",389,"English",15430
"V0A",390,"French",515
"V0A",391,"English and French",35
"V0A",392,"Neither English nor French",20
"V0A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",16000
"V0A",394,"Single responses",15765
"V0A",395,"Official languages",14465
"V0A",396,"English",13935
"V0A",397,"French",530
"V0A",398,"Non-official languages",1300
"V0B",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",35880
"V0B",384,"English only",33590
"V0B",385,"French only",15
"V0B",386,"English and French",2245
"V0B",387,"Neither English nor French",35
"V0B",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",35880
"V0B",389,"English",35115
"V0B",390,"French",700
"V0B",391,"English and French",35
"V0B",392,"Neither English nor French",30
"V0B",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",35880
"V0B",394,"Single responses",35420
"V0B",395,"Official languages",33340
"V0B",396,"English",32600
"V0B",397,"French",745
"V0B",398,"Non-official languages",2075
"V0C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",26435
"V0C",384,"English only",25370
"V0C",385,"French only",5
"V0C",386,"English and French",760
"V0C",387,"Neither English nor French",300
"V0C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",26435
"V0C",389,"English",25925
"V0C",390,"French",220
"V0C",391,"English and French",10
"V0C",392,"Neither English nor French",275
"V0C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",26435
"V0C",394,"Single responses",25770
"V0C",395,"Official languages",22625
"V0C",396,"English",22385
"V0C",397,"French",240
"V0C",398,"Non-official languages",3145
"V0E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",71705
"V0E",384,"English only",68240
"V0E",385,"French only",30
"V0E",386,"English and French",3315
"V0E",387,"Neither English nor French",120
"V0E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",71705
"V0E",389,"English",70470
"V0E",390,"French",1070
"V0E",391,"English and French",65
"V0E",392,"Neither English nor French",100
"V0E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",71705
"V0E",394,"Single responses",70960
"V0E",395,"Official languages",67070
"V0E",396,"English",65895
"V0E",397,"French",1170
"V0E",398,"Non-official languages",3890
"V0G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",26875
"V0G",384,"English only",24865
"V0G",385,"French only",15
"V0G",386,"English and French",1965
"V0G",387,"Neither English nor French",35
"V0G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",26875
"V0G",389,"English",26290
"V0G",390,"French",530
"V0G",391,"English and French",30
"V0G",392,"Neither English nor French",20
"V0G",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",26875
"V0G",394,"Single responses",26495
"V0G",395,"Official languages",24900
"V0G",396,"English",24345
"V0G",397,"French",555
"V0G",398,"Non-official languages",1595
"V0H",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",57700
"V0H",384,"English only",53870
"V0H",385,"French only",20
"V0H",386,"English and French",3285
"V0H",387,"Neither English nor French",530
"V0H",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",57700
"V0H",389,"English",56180
"V0H",390,"French",910
"V0H",391,"English and French",90
"V0H",392,"Neither English nor French",520
"V0H",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",57700
"V0H",394,"Single responses",56890
"V0H",395,"Official languages",50515
"V0H",396,"English",49525
"V0H",397,"French",990
"V0H",398,"Non-official languages",6375
"V0J",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",51500
"V0J",384,"English only",49345
"V0J",385,"French only",5
"V0J",386,"English and French",2065
"V0J",387,"Neither English nor French",75
"V0J",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",51500
"V0J",389,"English",50930
"V0J",390,"French",470
"V0J",391,"English and French",30
"V0J",392,"Neither English nor French",70
"V0J",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",51500
"V0J",394,"Single responses",50220
"V0J",395,"Official languages",45915
"V0J",396,"English",45405
"V0J",397,"French",515
"V0J",398,"Non-official languages",4305
"V0K",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",33480
"V0K",384,"English only",32310
"V0K",385,"French only",0
"V0K",386,"English and French",1110
"V0K",387,"Neither English nor French",60
"V0K",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",33480
"V0K",389,"English",33110
"V0K",390,"French",270
"V0K",391,"English and French",40
"V0K",392,"Neither English nor French",55
"V0K",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",33480
"V0K",394,"Single responses",33100
"V0K",395,"Official languages",30925
"V0K",396,"English",30595
"V0K",397,"French",335
"V0K",398,"Non-official languages",2175
"V0L",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",4850
"V0L",384,"English only",4720
"V0L",385,"French only",0
"V0L",386,"English and French",120
"V0L",387,"Neither English nor French",5
"V0L",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",4850
"V0L",389,"English",4810
"V0L",390,"French",30
"V0L",391,"English and French",5
"V0L",392,"Neither English nor French",5
"V0L",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",4850
"V0L",394,"Single responses",4680
"V0L",395,"Official languages",3980
"V0L",396,"English",3940
"V0L",397,"French",40
"V0L",398,"Non-official languages",695
"V0M",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",11770
"V0M",384,"English only",11310
"V0M",385,"French only",5
"V0M",386,"English and French",400
"V0M",387,"Neither English nor French",60
"V0M",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",11770
"V0M",389,"English",11590
"V0M",390,"French",115
"V0M",391,"English and French",10
"V0M",392,"Neither English nor French",60
"V0M",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",11770
"V0M",394,"Single responses",11570
"V0M",395,"Official languages",10405
"V0M",396,"English",10275
"V0M",397,"French",125
"V0M",398,"Non-official languages",1170
"V0N",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",71100
"V0N",384,"English only",64680
"V0N",385,"French only",25
"V0N",386,"English and French",6170
"V0N",387,"Neither English nor French",230
"V0N",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",71100
"V0N",389,"English",69360
"V0N",390,"French",1360
"V0N",391,"English and French",165
"V0N",392,"Neither English nor French",220
"V0N",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",71100
"V0N",394,"Single responses",69820
"V0N",395,"Official languages",63640
"V0N",396,"English",62230
"V0N",397,"French",1410
"V0N",398,"Non-official languages",6175
"V0P",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",7335
"V0P",384,"English only",6795
"V0P",385,"French only",0
"V0P",386,"English and French",535
"V0P",387,"Neither English nor French",5
"V0P",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",7335
"V0P",389,"English",7165
"V0P",390,"French",160
"V0P",391,"English and French",10
"V0P",392,"Neither English nor French",0
"V0P",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",7335
"V0P",394,"Single responses",7260
"V0P",395,"Official languages",6810
"V0P",396,"English",6645
"V0P",397,"French",165
"V0P",398,"Non-official languages",450
"V0R",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",72140
"V0R",384,"English only",66795
"V0R",385,"French only",20
"V0R",386,"English and French",5235
"V0R",387,"Neither English nor French",95
"V0R",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",72140
"V0R",389,"English",70935
"V0R",390,"French",1065
"V0R",391,"English and French",80
"V0R",392,"Neither English nor French",60
"V0R",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",72140
"V0R",394,"Single responses",71285
"V0R",395,"Official languages",67485
"V0R",396,"English",66360
"V0R",397,"French",1125
"V0R",398,"Non-official languages",3805
"V0S",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",365
"V0S",384,"English only",350
"V0S",385,"French only",0
"V0S",386,"English and French",20
"V0S",387,"Neither English nor French",0
"V0S",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",365
"V0S",389,"English",365
"V0S",390,"French",0
"V0S",391,"English and French",0
"V0S",392,"Neither English nor French",0
"V0S",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",365
"V0S",394,"Single responses",365
"V0S",395,"Official languages",365
"V0S",396,"English",365
"V0S",397,"French",0
"V0S",398,"Non-official languages",5
"V0T",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",9005
"V0T",384,"English only",8580
"V0T",385,"French only",0
"V0T",386,"English and French",410
"V0T",387,"Neither English nor French",15
"V0T",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",9005
"V0T",389,"English",8870
"V0T",390,"French",115
"V0T",391,"English and French",5
"V0T",392,"Neither English nor French",15
"V0T",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",9005
"V0T",394,"Single responses",8745
"V0T",395,"Official languages",8250
"V0T",396,"English",8130
"V0T",397,"French",115
"V0T",398,"Non-official languages",495
"V0V",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",1895
"V0V",384,"English only",1875
"V0V",385,"French only",0
"V0V",386,"English and French",20
"V0V",387,"Neither English nor French",0
"V0V",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",1895
"V0V",389,"English",1890
"V0V",390,"French",5
"V0V",391,"English and French",0
"V0V",392,"Neither English nor French",0
"V0V",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",1895
"V0V",394,"Single responses",1850
"V0V",395,"Official languages",1765
"V0V",396,"English",1760
"V0V",397,"French",5
"V0V",398,"Non-official languages",80
"V0W",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",505
"V0W",384,"English only",455
"V0W",385,"French only",0
"V0W",386,"English and French",45
"V0W",387,"Neither English nor French",0
"V0W",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",505
"V0W",389,"English",485
"V0W",390,"French",20
"V0W",391,"English and French",0
"V0W",392,"Neither English nor French",0
"V0W",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",505
"V0W",394,"Single responses",480
"V0W",395,"Official languages",425
"V0W",396,"English",405
"V0W",397,"French",20
"V0W",398,"Non-official languages",60
"V0X",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",22530
"V0X",384,"English only",21575
"V0X",385,"French only",5
"V0X",386,"English and French",800
"V0X",387,"Neither English nor French",150
"V0X",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",22530
"V0X",389,"English",22095
"V0X",390,"French",255
"V0X",391,"English and French",25
"V0X",392,"Neither English nor French",150
"V0X",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",22530
"V0X",394,"Single responses",22165
"V0X",395,"Official languages",20195
"V0X",396,"English",19890
"V0X",397,"French",300
"V0X",398,"Non-official languages",1970
"V1A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",8895
"V1A",384,"English only",8250
"V1A",385,"French only",0
"V1A",386,"English and French",640
"V1A",387,"Neither English nor French",10
"V1A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",8895
"V1A",389,"English",8725
"V1A",390,"French",150
"V1A",391,"English and French",10
"V1A",392,"Neither English nor French",10
"V1A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",8895
"V1A",394,"Single responses",8805
"V1A",395,"Official languages",8425
"V1A",396,"English",8255
"V1A",397,"French",170
"V1A",398,"Non-official languages",385
"V1B",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",23240
"V1B",384,"English only",21540
"V1B",385,"French only",0
"V1B",386,"English and French",1605
"V1B",387,"Neither English nor French",95
"V1B",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",23240
"V1B",389,"English",22890
"V1B",390,"French",235
"V1B",391,"English and French",25
"V1B",392,"Neither English nor French",95
"V1B",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",23240
"V1B",394,"Single responses",22960
"V1B",395,"Official languages",20840
"V1B",396,"English",20560
"V1B",397,"French",280
"V1B",398,"Non-official languages",2115
"V1C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",25665
"V1C",384,"English only",24455
"V1C",385,"French only",5
"V1C",386,"English and French",1155
"V1C",387,"Neither English nor French",45
"V1C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",25665
"V1C",389,"English",25380
"V1C",390,"French",225
"V1C",391,"English and French",20
"V1C",392,"Neither English nor French",35
"V1C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",25665
"V1C",394,"Single responses",25350
"V1C",395,"Official languages",23830
"V1C",396,"English",23580
"V1C",397,"French",255
"V1C",398,"Non-official languages",1520
"V1E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",21055
"V1E",384,"English only",19530
"V1E",385,"French only",0
"V1E",386,"English and French",1460
"V1E",387,"Neither English nor French",60
"V1E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",21055
"V1E",389,"English",20790
"V1E",390,"French",175
"V1E",391,"English and French",25
"V1E",392,"Neither English nor French",60
"V1E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",21055
"V1E",394,"Single responses",20815
"V1E",395,"Official languages",19335
"V1E",396,"English",19135
"V1E",397,"French",205
"V1E",398,"Non-official languages",1480
"V1G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",14970
"V1G",384,"English only",14215
"V1G",385,"French only",5
"V1G",386,"English and French",695
"V1G",387,"Neither English nor French",50
"V1G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",14970
"V1G",389,"English",14805
"V1G",390,"French",95
"V1G",391,"English and French",25
"V1G",392,"Neither English nor French",45
"V1G",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",14970
"V1G",394,"Single responses",14675
"V1G",395,"Official languages",13130
"V1G",396,"English",13010
"V1G",397,"French",115
"V1G",398,"Non-official languages",1550
"V1H",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",14865
"V1H",384,"English only",13940
"V1H",385,"French only",5
"V1H",386,"English and French",895
"V1H",387,"Neither English nor French",30
"V1H",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",14865
"V1H",389,"English",14600
"V1H",390,"French",220
"V1H",391,"English and French",20
"V1H",392,"Neither English nor French",25
"V1H",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",14865
"V1H",394,"Single responses",14645
"V1H",395,"Official languages",13310
"V1H",396,"English",13055
"V1H",397,"French",245
"V1H",398,"Non-official languages",1340
"V1J",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",24285
"V1J",384,"English only",23030
"V1J",385,"French only",10
"V1J",386,"English and French",1145
"V1J",387,"Neither English nor French",95
"V1J",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",24285
"V1J",389,"English",23950
"V1J",390,"French",210
"V1J",391,"English and French",30
"V1J",392,"Neither English nor French",90
"V1J",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",24285
"V1J",394,"Single responses",23655
"V1J",395,"Official languages",20925
"V1J",396,"English",20705
"V1J",397,"French",215
"V1J",398,"Non-official languages",2730
"V1K",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",9215
"V1K",384,"English only",8735
"V1K",385,"French only",0
"V1K",386,"English and French",445
"V1K",387,"Neither English nor French",40
"V1K",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",9215
"V1K",389,"English",9100
"V1K",390,"French",75
"V1K",391,"English and French",5
"V1K",392,"Neither English nor French",40
"V1K",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",9215
"V1K",394,"Single responses",9060
"V1K",395,"Official languages",8345
"V1K",396,"English",8250
"V1K",397,"French",95
"V1K",398,"Non-official languages",715
"V1L",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",17415
"V1L",384,"English only",15390
"V1L",385,"French only",5
"V1L",386,"English and French",1990
"V1L",387,"Neither English nor French",30
"V1L",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",17415
"V1L",389,"English",16900
"V1L",390,"French",455
"V1L",391,"English and French",35
"V1L",392,"Neither English nor French",25
"V1L",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",17415
"V1L",394,"Single responses",17055
"V1L",395,"Official languages",15675
"V1L",396,"English",15225
"V1L",397,"French",450
"V1L",398,"Non-official languages",1380
"V1M",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",31300
"V1M",384,"English only",28915
"V1M",385,"French only",5
"V1M",386,"English and French",1945
"V1M",387,"Neither English nor French",435
"V1M",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",31300
"V1M",389,"English",30585
"V1M",390,"French",205
"V1M",391,"English and French",90
"V1M",392,"Neither English nor French",425
"V1M",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",31300
"V1M",394,"Single responses",30595
"V1M",395,"Official languages",25055
"V1M",396,"English",24840
"V1M",397,"French",215
"V1M",398,"Non-official languages",5540
"V1N",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",13225
"V1N",384,"English only",12450
"V1N",385,"French only",0
"V1N",386,"English and French",730
"V1N",387,"Neither English nor French",40
"V1N",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",13225
"V1N",389,"English",13050
"V1N",390,"French",130
"V1N",391,"English and French",10
"V1N",392,"Neither English nor French",35
"V1N",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",13225
"V1N",394,"Single responses",12965
"V1N",395,"Official languages",11420
"V1N",396,"English",11285
"V1N",397,"French",140
"V1N",398,"Non-official languages",1540
"V1P",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",9600
"V1P",384,"English only",9005
"V1P",385,"French only",10
"V1P",386,"English and French",510
"V1P",387,"Neither English nor French",85
"V1P",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",9600
"V1P",389,"English",9390
"V1P",390,"French",120
"V1P",391,"English and French",10
"V1P",392,"Neither English nor French",80
"V1P",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",9600
"V1P",394,"Single responses",9435
"V1P",395,"Official languages",8280
"V1P",396,"English",8155
"V1P",397,"French",125
"V1P",398,"Non-official languages",1155
"V1R",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",10055
"V1R",384,"English only",9730
"V1R",385,"French only",0
"V1R",386,"English and French",315
"V1R",387,"Neither English nor French",15
"V1R",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",10055
"V1R",389,"English",9970
"V1R",390,"French",70
"V1R",391,"English and French",5
"V1R",392,"Neither English nor French",15
"V1R",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",10055
"V1R",394,"Single responses",9930
"V1R",395,"Official languages",9240
"V1R",396,"English",9160
"V1R",397,"French",80
"V1R",398,"Non-official languages",695
"V1S",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",13040
"V1S",384,"English only",12195
"V1S",385,"French only",0
"V1S",386,"English and French",785
"V1S",387,"Neither English nor French",60
"V1S",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",13040
"V1S",389,"English",12830
"V1S",390,"French",130
"V1S",391,"English and French",20
"V1S",392,"Neither English nor French",55
